ok;268455977;type1;;;;;;;;;;;;6064100661;6064100661;1125;1125;1125;oper;6064100661;890904439;1125;3246631463;1123;3246631463;1125;6064100661;890896994;6064100661;6064100661;;
ok;270888938;type2;;;;;1125;1125;1134;5465551953;6100971872;6100971872;6100971872;6100971872;1125;1103;1123;1123;oper;1109;;;;;;;;;;;;
ok;277570540;type1;;;;;6064100661;6064100661;6064100661;5465551953;6101071505;6101071505;6101071505;1103;1123;1109;1103;1123;oper;1109;1103;1123;1123;1109;6064100661;5465551953;6101688611;6101688611;;;;
ok;278002639;type3;;;;;;;;1487;1164;5465551953;6064100661;6064100661;6101688611;6101688611;1123;1123;oper;1123;6064100661;1125;1125;1125;;;;;;;;
ok;278482033;type4;;;6100971872;6100971872;6100971872;6100971872;5465551953;6100958508;6100958508;6064100661;6064100661;1134;1134;6064100661;6100958508;6100958508;oper;1119;6064100661;1117;;;;;;;;;;
ok;280430408;type1;6101017092;6101017092;6101017092;6101017092;6101017092;6064100661;6064100661;6064100661;6064100661;6064100661;6064100661;6100986271;6100986271;6100986271;6100986271;1125;oper;1125;6064100661;6064100661;;;;;;;;;;
ok;280781373;type5;;;;;;;;890904439;3246631463;890896994;5465551953;6064100661;6100986271;6100986271;6100986271;1103;oper;;;;;;;;;;;;;
ok;296232274;type3;;;;;;;;;;;;1125;1125;6064100661;1123;6064100661;oper;1123;6064100661;6064100661;5465551953;6101025570;6101025570;6101025570;6064100661;6064100661;6064100661;;;
ok;297512245;type1;;;;;;;1109;1216;1216;1103;1111;1111;1111;1109;1216;1125;oper;1125;6064100661;1216;1216;6064100661;6064100661;1216;1216;;;;;
ok;299889983;type3;1125;3246631463;6064100661;6064100661;890896994;1216;1103;1123;1123;1123;1123;1123;1123;1123;1123;1123;oper;1123;1123;1109;1216;890904439;3246631463;1125;1125;6064100661;6064100661;;;
ok;301745728;type3;1125;1125;5465551953;5465551953;5465551953;5465551953;6101025570;6101025570;3246631463;890896994;1216;1125;1125;6064100661;6064100661;1103;oper;1123;1123;1123;1109;1136;6064100661;1103;1111;1109;1125;;;
ok;306170097;type1;1109;1103;1216;6064100661;6064100661;1134;1216;1103;1109;1216;5465551953;5465551953;6101071505;6101071505;1216;1216;oper;1134;1123;1123;1216;1216;1125;1125;1134;1216;1103;;;
ok;307561993;type16;;;;;;;;;;;1125;1125;1125;1103;1103;1123;oper;1123;1109;;;;;;;;;;;
ok;318253663;type4;6064100661;6064100661;1136;5281267026;1170;1170;5281267026;5281267026;1170;1170;5281267026;1170;5281267026;1125;1125;1103;oper;1125;1134;;;;;;;;;;;
ok;1013768805;type6;;;;;;;1134;1123;1134;1123;1123;1123;1134;1123;1123;1123;oper;;;;;;;;;;;;;
ok;1045519488;type7;5281267026;1170;1103;6066147434;1109;1216;1125;1121;6064100661;1134;1103;1109;1103;1123;1109;1103;oper;1109;1125;6064100661;1134;1216;1103;1109;1216;1134;;;;
ok;1053268408;type2;5465551953;6100986271;6100986271;6100986271;6100986271;3246631463;6064100661;3246631463;3246631463;6100986271;6100986271;3246631463;6100986271;6100986271;3246631463;1134;oper;1178;1178;1134;;;;;;;;;;
ok;1065502280;type8;1109;1216;5465551953;6101025570;6101025570;1216;1103;1109;1103;1113;1113;1113;1113;1109;1103;1123;oper;1123;1109;1103;1123;1109;1103;1123;1123;1123;1123;;;
ok;1065694936;type1;1103;1109;1109;1109;1487;1487;1487;1487;1487;1487;1123;1123;1123;1103;1103;1103;oper;1123;1123;1109;1109;1109;;;;;;;;
ok;1109330279;type9;1216;890904439;3246631463;6064100661;890896994;1216;1136;5281267026;1170;1216;1134;1134;1134;1134;1216;1103;oper;1123;1123;1109;1216;6064100661;;;;;;;;
ok;1154395562;type2;890896994;1216;1125;1103;1109;5465551953;1216;6100954493;6100971872;6100971872;6100971872;6100971872;5465551953;5465551953;1134;1103;oper;1123;1109;1216;6100986271;6100986271;6064100661;6100986271;6100986271;6100986271;6100986271;;;
ok;1231343635;type3;5281267026;1103;1109;1103;1109;1136;5281267026;1170;1134;6064100661;1103;1109;1103;1109;1103;1123;oper;1109;1136;5281267026;5281267026;1170;1170;5281267026;5281267026;1170;5281267026;;;
ok;1239035451;type10;6101071505;890904439;3246631463;6064100661;6064100661;890896994;1119;6064100661;1117;6064100661;6064100661;5465551953;6101025570;6101025570;6101025570;6101025570;oper;1123;1103;1109;5465551953;6101025570;6101025570;6064100661;6101025570;5465551953;6101025570;;;
ok;1255464369;type10;5465551953;6101025570;6101025570;6101025570;6064100661;6064100661;6064100661;5465551953;6101025570;6101025570;6101025570;1123;6101025570;6101025570;6101025570;6101025570;oper;6101025570;6101025570;6101025570;6064100661;6101025570;1136;1170;5281267026;;;;;
ok;1264575669;type3;1170;5281267026;1170;890896994;1125;1125;1125;6064100661;6064100661;6064100661;1134;1487;1103;1123;1109;1103;oper;1123;1123;1109;1125;1125;6064100661;6064100661;5281267026;1170;1170;;;
ok;1287626050;type2;1123;1123;1123;1123;1123;1123;1123;1125;1109;1103;1109;1103;1123;1109;1103;1123;oper;1109;1103;1109;1103;1134;1103;1103;1123;1123;1123;;;
ok;1294906455;type1;1134;1134;1216;1216;1216;1216;6064100661;6064100661;1134;1134;1134;1134;1216;1216;1216;1216;oper;1123;1134;1134;1103;1103;1111;1111;1109;1109;1134;;;
ok;1300661745;type11;1170;5281267026;1134;1170;5281267026;1134;1103;1109;1103;1109;1134;1103;1134;1134;1972462773;1972462773;oper;1123;1134;1972462773;1972462773;1123;;;;;;;;
ok;1304182534;type6;1103;1109;1103;1109;1103;1109;1103;1109;1103;1134;1103;1134;1109;1103;1109;1103;oper;1109;1103;1109;1103;1123;6064100661;7604445879;;;;;;
ok;1304238875;type9;1134;1216;1136;1170;5281267026;1216;1216;1216;6064100661;1134;1216;1136;1136;1170;5281267026;1103;oper;1123;1123;1123;1216;1134;;;;;;;;
ok;1335918825;type10;6064100661;6064100661;1216;6064100661;1134;6064100661;1134;6064100661;1134;1216;1103;1119;1109;5465551953;6101025570;6101025570;oper;6101025570;6101025570;6101025570;6101025570;6064100661;5465551953;6101025570;6101025570;6101025570;6064100661;;;
ok;1339049046;type3;6064100661;1134;1216;1103;1123;1123;1123;1123;1123;1123;1123;1123;1123;1123;1123;1123;oper;1123;1109;1216;6064100661;1134;1216;1103;1123;1123;1125;;;
ok;1341616496;type12;5281267026;1136;1136;1170;5281267026;5281267026;1170;1170;5281267026;6064100661;6064100661;6064100661;6064100661;1103;1109;1103;oper;1123;1123;1109;6064100661;6064100661;;;;;;;;
ok;1470886520;type12;1123;6064100661;1123;1109;6064100661;1109;1103;1134;1109;5465551953;1216;1216;1103;1123;1109;1103;oper;1123;1109;1103;1134;1103;;;;;;;;
ok;1475808110;type1;1109;1103;1123;1125;6064100661;1123;1123;1123;1123;1103;1123;1123;1123;1123;1134;1123;oper;6064100661;;;;;;;;;;;;
ok;1503578752;type1;;;;;6064100661;6064100661;6064100661;1125;1125;6064100661;5465551953;6101025570;6101025570;6101025570;1103;1123;oper;1123;1123;1109;6064100661;6064100661;;;;;;;;
ok;1522158919;type7;;;;;;;;;;;1134;1216;1136;1103;1109;1103;oper;1109;1103;;;;;;;;;;;
ok;1524769133;type12;1134;1103;1109;1103;1123;1123;1123;1123;1123;1123;1123;1123;1123;1123;1134;1103;oper;1123;1109;1103;1109;1103;1123;1123;1109;1103;1109;;;
ok;1594618244;type13;6064100661;6064027597;6064027586;1134;1216;1125;1125;1125;1134;6064100661;6064100661;1103;1109;1216;1216;1103;oper;1123;1109;1216;6064100661;6064100661;1216;1216;;;;;;
